  1 214.8 131.0 131.1  9.0  9.7 141.0
  2 214.6 129.7 129.7  8.1  9.5 141.7
  3 214.8 129.7 129.7  8.7  9.6 142.2
  4 214.8 129.7 129.6  7.5 10.4 142.0
  5 215.0 129.6 129.7 10.4  7.7 141.8
  6 215.7 130.8 130.5  9.0 10.1 141.4
  7 215.5 129.5 129.7  7.9  9.6 141.6
  8 214.5 129.6 129.2  7.2 10.7 141.7
  9 214.9 129.4 129.7  8.2 11.0 141.9
 10 215.2 130.4 130.3  9.2 10.0 140.7
 11 215.3 130.4 130.3  7.9 11.7 141.8
 12 215.1 129.5 129.6  7.7 10.5 142.2
 13 215.2 130.8 129.6  7.9 10.8 141.4
 14 214.7 129.7 129.7  7.7 10.9 141.7
 15 215.1 129.9 129.7  7.7 10.8 141.8
 16 214.5 129.8 129.8  9.3  8.5 141.6
 17 214.6 129.9 130.1  8.2  9.8 141.7
 18 215.0 129.9 129.7  9.0  9.0 141.9
 19 215.2 129.6 129.6  7.4 11.5 141.5
 20 214.7 130.2 129.9  8.6 10.0 141.9
 21 215.0 129.9 129.3  8.4 10.0 141.4
 22 215.6 130.5 130.0  8.1 10.3 141.6
 23 215.3 130.6 130.0  8.4 10.8 141.5
 24 215.7 130.2 130.0  8.7 10.0 141.6
 25 215.1 129.7 129.9  7.4 10.8 141.1
 26 215.3 130.4 130.4  8.0 11.0 142.3
 27 215.5 130.2 130.1  8.9  9.8 142.4
 28 215.1 130.3 130.3  9.8  9.5 141.9
 29 215.1 130.0 130.0  7.4 10.5 141.8
 30 214.8 129.7 129.3  8.3  9.0 142.0
 31 215.2 130.1 129.8  7.9 10.7 141.8
 32 214.8 129.7 129.7  8.6  9.1 142.3
 33 215.0 130.0 129.6  7.7 10.5 140.7
 34 215.6 130.4 130.1  8.4 10.3 141.0
 35 215.9 130.4 130.0  8.9 10.6 141.4
 36 214.6 130.2 130.2  9.4  9.7 141.8
 37 215.5 130.3 130.0  8.4  9.7 141.8
 38 215.3 129.9 129.4  7.9 10.0 142.0
 39 215.3 130.3 130.1  8.5  9.3 142.1
 40 213.9 130.3 129.0  8.1  9.7 141.3
 41 214.4 129.8 129.2  8.9  9.4 142.3
 42 214.8 130.1 129.6  8.8  9.9 140.9
 43 214.9 129.6 129.4  9.3  9.0 141.7
 44 214.9 130.4 129.7  9.0  9.8 140.9
 45 214.8 129.4 129.1  8.2 10.2 141.0
 46 214.3 129.5 129.4  8.3 10.2 141.8
 47 214.8 129.9 129.7  8.3 10.2 141.5
 48 214.8 129.9 129.7  7.3 10.9 142.0
 49 214.6 129.7 129.8  7.9 10.3 141.1
 50 214.5 129.0 129.6  7.8  9.8 142.0
 51 214.6 129.8 129.4  7.2 10.0 141.3
 52 215.3 130.6 130.0  9.5  9.7 141.1
 53 214.5 130.1 130.0  7.8 10.9 140.9
 54 215.4 130.2 130.2  7.6 10.9 141.6
 55 214.5 129.4 129.5  7.9 10.0 141.4
 56 215.2 129.7 129.4  9.2  9.4 142.0
 57 215.7 130.0 129.4  9.2 10.4 141.2
 58 215.0 129.6 129.4  8.8  9.0 141.1
 59 215.1 130.1 129.9  7.9 11.0 141.3
 60 215.1 130.0 129.8  8.2 10.3 141.4
 61 215.1 129.6 129.3  8.3  9.9 141.6
 62 215.3 129.7 129.4  7.5 10.5 141.5
 63 215.4 129.8 129.4  8.0 10.6 141.5
 64 214.5 130.0 129.5  8.0 10.8 141.4
 65 215.0 130.0 129.8  8.6 10.6 141.5
 66 215.2 130.6 130.0  8.8 10.6 140.8
 67 214.6 129.5 129.2  7.7 10.3 141.3
 68 214.8 129.7 129.3  9.1  9.5 141.5
 69 215.1 129.6 129.8  8.6  9.8 141.8
 70 214.9 130.2 130.2  8.0 11.2 139.6
 71 213.8 129.8 129.5  8.4 11.1 140.9
 72 215.2 129.9 129.5  8.2 10.3 141.4
 73 215.0 129.6 130.2  8.7 10.0 141.2
 74 214.4 129.9 129.6  7.5 10.5 141.8
 75 215.2 129.9 129.7  7.2 10.6 142.1
 76 214.1 129.6 129.3  7.6 10.7 141.7
 77 214.9 129.9 130.1  8.8 10.0 141.2
 78 214.6 129.8 129.4  7.4 10.6 141.0
 79 215.2 130.5 129.8  7.9 10.9 140.9
 80 214.6 129.9 129.4  7.9 10.0 141.8
 81 215.1 129.7 129.7  8.6 10.3 140.6
 82 214.9 129.8 129.6  7.5 10.3 141.0
 83 215.2 129.7 129.1  9.0  9.7 141.9
 84 215.2 130.1 129.9  7.9 10.8 141.3
 85 215.4 130.7 130.2  9.0 11.1 141.2
 86 215.1 129.9 129.6  8.9 10.2 141.5
 87 215.2 129.9 129.7  8.7  9.5 141.6
 88 215.0 129.6 129.2  8.4 10.2 142.1
 89 214.9 130.3 129.9  7.4 11.2 141.5
 90 215.0 129.9 129.7  8.0 10.5 142.0
 91 214.7 129.7 129.3  8.6  9.6 141.6
 92 215.4 130.0 129.9  8.5  9.7 141.4
 93 214.9 129.4 129.5  8.2  9.9 141.5
 94 214.5 129.5 129.3  7.4 10.7 141.5
 95 214.7 129.6 129.5  8.3 10.0 142.0
 96 215.6 129.9 129.9  9.0  9.5 141.7
 97 215.0 130.4 130.3  9.1 10.2 141.1
 98 214.4 129.7 129.5  8.0 10.3 141.2
 99 215.1 130.0 129.8  9.1 10.2 141.5
100 214.7 130.0 129.4  7.8 10.0 141.2
101 214.4 130.1 130.3  9.7 11.7 139.8
102 214.9 130.5 130.2 11.0 11.5 139.5
103 214.9 130.3 130.1  8.7 11.7 140.2
104 215.0 130.4 130.6  9.9 10.9 140.3
105 214.7 130.2 130.3 11.8 10.9 139.7
106 215.0 130.2 130.2 10.6 10.7 139.9
107 215.3 130.3 130.1  9.3 12.1 140.2
108 214.8 130.1 130.4  9.8 11.5 139.9
109 215.0 130.2 129.9 10.0 11.9 139.4
110 215.2 130.6 130.8 10.4 11.2 140.3
111 215.2 130.4 130.3  8.0 11.5 139.2
112 215.1 130.5 130.3 10.6 11.5 140.1
113 215.4 130.7 131.1  9.7 11.8 140.6
114 214.9 130.4 129.9 11.4 11.0 139.9
115 215.1 130.3 130.0 10.6 10.8 139.7
116 215.5 130.4 130.0  8.2 11.2 139.2
117 214.7 130.6 130.1 11.8 10.5 139.8
118 214.7 130.4 130.1 12.1 10.4 139.9
119 214.8 130.5 130.2 11.0 11.0 140.0
120 214.4 130.2 129.9 10.1 12.0 139.2
121 214.8 130.3 130.4 10.1 12.1 139.6
122 215.1 130.6 130.3 12.3 10.2 139.6
123 215.3 130.8 131.1 11.6 10.6 140.2
124 215.1 130.7 130.4 10.5 11.2 139.7
125 214.7 130.5 130.5  9.9 10.3 140.1
126 214.9 130.0 130.3 10.2 11.4 139.6
127 215.0 130.4 130.4  9.4 11.6 140.2
128 215.5 130.7 130.3 10.2 11.8 140.0
129 215.1 130.2 130.2 10.1 11.3 140.3
130 214.5 130.2 130.6  9.8 12.1 139.9
131 214.3 130.2 130.0 10.7 10.5 139.8
132 214.5 130.2 129.8 12.3 11.2 139.2
133 214.9 130.5 130.2 10.6 11.5 139.9
134 214.6 130.2 130.4 10.5 11.8 139.7
135 214.2 130.0 130.2 11.0 11.2 139.5
136 214.8 130.1 130.1 11.9 11.1 139.5
137 214.6 129.8 130.2 10.7 11.1 139.4
138 214.9 130.7 130.3  9.3 11.2 138.3
139 214.6 130.4 130.4 11.3 10.8 139.8
140 214.5 130.5 130.2 11.8 10.2 139.6
141 214.8 130.2 130.3 10.0 11.9 139.3
142 214.7 130.0 129.4 10.2 11.0 139.2
143 214.6 130.2 130.4 11.2 10.7 139.9
144 215.0 130.5 130.4 10.6 11.1 139.9
145 214.5 129.8 129.8 11.4 10.0 139.3
146 214.9 130.6 130.4 11.9 10.5 139.8
147 215.0 130.5 130.4 11.4 10.7 139.9
148 215.3 130.6 130.3  9.3 11.3 138.1
149 214.7 130.2 130.1 10.7 11.0 139.4
150 214.9 129.9 130.0  9.9 12.3 139.4
151 214.9 130.3 129.9 11.9 10.6 139.8
152 214.6 129.9 129.7 11.9 10.1 139.0
153 214.6 129.7 129.3 10.4 11.0 139.3
154 214.5 130.1 130.1 12.1 10.3 139.4
155 214.5 130.3 130.0 11.0 11.5 139.5
